version,added,durationms,rate,accsize,durationmin,accsizegb
0147,17,66054,0,199393622,1.1009,0.1857
0148,350,65780,0,199393472,1.09633,0.1857
0149,238,65603,0,199391791,1.09338,0.185698
0150,168,65167,0,199390763,1.08612,0.185697
0151,75,64997,0,199390084,1.08328,0.185696
0152,196,64648,0,199389747,1.07747,0.185696
0153,456,64455,0,199388927,1.07425,0.185695
0154,206,64840,0,188546130,1.08067,0.175597
0155,228,63880,0,194077857,1.06467,0.180749
0156,228,63710,0,194076766,1.06183,0.180748
0157,339,63441,0,194075661,1.05735,0.180747
0158,163,63018,0,194074099,1.0503,0.180746
0159,145,62854,0,194073398,1.04757,0.180745
0160,228,62580,0,194072824,1.043,0.180744
0161,227,62319,0,194071816,1.03865,0.180743
0162,123,62774,0,194070936,1.04623,0.180743
0163,271,61775,0,188143313,1.02958,0.175222
0164,215,61504,0,188141952,1.02507,0.175221
0165,135,61295,0,188140580,1.02158,0.17522
0166,20,60974,0,188139864,1.01623,0.175219
0167,31,60684,0,188139687,1.0114,0.175219
0168,20,60424,0,188139440,1.00707,0.175219
0169,70,60090,0,188139276,1.0015,0.175218
0170,32,59942,0,188138873,0.999033,0.175218
0171,53,60518,0,188138688,1.00863,0.175218
0172,70,59821,0,182018861,0.997017,0.169518
0173,79,59254,0,182018540,0.987567,0.169518
0174,198,59056,0,182018135,0.984267,0.169518
0175,94,58941,0,182017606,0.98235,0.169517
0176,83,58529,0,182017148,0.975483,0.169517
0177,67,58272,0,182016723,0.9712,0.169516
0178,365,58059,0,182016328,0.96765,0.169516
0179,93,58744,0,182013775,0.979067,0.169514
0180,438,57463,0,175250775,0.957717,0.163215
0181,269,57202,0,175248255,0.953367,0.163213
0182,190,56965,0,175246942,0.949417,0.163211
0183,120,56592,0,175245555,0.9432,0.16321
0184,87,56261,0,175244991,0.937683,0.16321
0185,107,56092,0,175244546,0.934867,0.163209
0186,266,56003,0,175243898,0.933383,0.163209
0187,429,55656,0,175239447,0.9276,0.163204
0188,253,56104,0,175237561,0.935067,0.163203
0189,226,55081,0,168510675,0.918017,0.156938
0190,174,54856,0,167973222,0.914267,0.156437
0191,150,54613,0,167972554,0.910217,0.156437
0192,80,54334,0,167971867,0.905567,0.156436
0193,103,54076,0,167971243,0.901267,0.156435
0194,203,53857,0,167970826,0.897617,0.156435
0195,509,53509,0,167969844,0.891817,0.156434
0196,245,53337,0,167967516,0.88895,0.156432
0197,240,53767,0,167966424,0.896117,0.156431
0198,358,52591,0,162980723,0.876517,0.151788
0199,68,52320,0,162979590,0.872,0.151787
0200,96,52076,0,162979352,0.867933,0.151786
0201,53,51879,0,162978908,0.86465,0.151786
0202,128,52055,0,162978601,0.867583,0.151786
0203,267,51630,0,162977895,0.8605,0.151785
0204,619,51525,0,162976486,0.85875,0.151784
0205,267,50964,0,162973869,0.8494,0.151781
0206,166,51447,0,162972878,0.85745,0.15178
0207,105,50342,0,156807754,0.839033,0.146039
0208,78,50157,0,156807262,0.83595,0.146038
0209,128,49942,0,156806852,0.832367,0.146038
0210,229,49665,0,156806399,0.82775,0.146037
0211,346,49565,0,156805044,0.826083,0.146036
0212,450,49367,0,156803168,0.822783,0.146034
0213,177,48984,0,156800711,0.8164,0.146032
0214,63,48635,0,156799784,0.810583,0.146031
0215,49,49204,0,156799489,0.820067,0.146031
0216,73,48156,0,151145808,0.8026,0.140766
0217,105,47978,0,151145421,0.799633,0.140765
0218,34,47718,0,151144940,0.7953,0.140765
0219,22,47585,0,151144736,0.793083,0.140765
0220,64,47334,0,151144607,0.7889,0.140764
0221,60,47071,0,151144290,0.784517,0.140764
0222,122,46964,0,151143967,0.782733,0.140764
0223,255,46738,0,151143362,0.778967,0.140763
0224,612,47460,0,151141791,0.791,0.140762
0225,565,46327,0,145434973,0.772117,0.135447
0226,288,45862,0,145432897,0.764367,0.135445
0227,239,45647,0,145431653,0.760783,0.135444
0228,208,45529,0,145430876,0.758817,0.135443
0229,186,45114,0,145430432,0.7519,0.135443
0230,590,45199,0,145429672,0.753317,0.135442
0231,198,44687,0,145426743,0.744783,0.135439
0232,200,44474,0,145426008,0.741233,0.135439
0233,82,44263,0,145425290,0.737717,0.135438
0234,97,45145,0,145424948,0.752417,0.135438
0235,507,43965,0,139333864,0.73275,0.129765
0236,182,44134,0,139331425,0.735567,0.129763
0237,112,43839,0,139330772,0.73065,0.129762
0238,115,43229,0,139330311,0.720483,0.129761
0239,316,43322,0,139329810,0.722033,0.129761
0240,301,42535,0,139328581,0.708917,0.12976
0241,95,42283,0,139326912,0.704717,0.129758
0242,285,42105,0,139326500,0.70175,0.129758
0243,299,41834,0,139325229,0.697233,0.129757
0244,262,42604,0,132226323,0.710067,0.123145
0245,274,41438,0,132146737,0.690633,0.123071
0246,85,41271,0,132145791,0.68785,0.12307
0247,469,41031,0,132145366,0.68385,0.12307
0248,410,40725,0,132143559,0.67875,0.123068
0249,245,40477,0,132141743,0.674617,0.123067
0250,188,40264,0,132140649,0.671067,0.123066
0251,26,39991,0,132137235,0.666517,0.123062
0252,225,39888,0,132137128,0.6648,0.123062
0253,534,39574,0,132135887,0.659567,0.123061
0254,410,40230,0,132133478,0.6705,0.123059
0255,135,39056,0,125510365,0.650933,0.116891
0256,34,38944,0,125509912,0.649067,0.11689
0257,426,38496,0,125509786,0.6416,0.11689
0258,188,38312,0,125508068,0.638533,0.116888
0259,73,38129,0,125507128,0.635483,0.116888
0260,96,37995,0,125506832,0.63325,0.116887
0261,390,37759,0,125506390,0.629317,0.116887
0262,270,37570,0,125504769,0.626167,0.116885
0263,342,37258,0,125503207,0.620967,0.116884
0264,286,38180,0,125501846,0.636333,0.116883
0265,388,36754,0,119323593,0.612567,0.111129
0266,274,36635,0,119322089,0.610583,0.111127
0267,312,36308,0,119321088,0.605133,0.111126
0268,334,36137,0,119319679,0.602283,0.111125
0269,334,35860,0,119318258,0.597667,0.111124
0270,176,35589,0,119316862,0.59315,0.111122
0271,153,35417,0,119315735,0.590283,0.111121
0272,122,35268,0,119315185,0.5878,0.111121
0273,423,34947,0,119314350,0.58245,0.11112
0274,235,34675,0,119312571,0.577917,0.111118
0275,72,35531,0,119311576,0.592183,0.111118
0276,282,34342,0,113200023,0.572367,0.105426
0277,315,34130,0,113198512,0.568833,0.105424
0278,223,33867,0,113194609,0.56445,0.105421
0279,257,33708,0,113193692,0.5618,0.10542
0280,451,33526,0,113192605,0.558767,0.105419
0281,292,33261,0,113190125,0.55435,0.105417
0282,178,33024,0,113186118,0.5504,0.105413
0283,34,32788,0,113185327,0.546467,0.105412
0284,332,32687,0,113185163,0.544783,0.105412
0285,499,32385,0,113182999,0.53975,0.10541
0286,222,33233,0,113178807,0.553883,0.105406
0287,144,31900,0,106284439,0.531667,0.0989851
0288,48,31696,0,106283870,0.528267,0.0989846
0289,369,31487,0,106283662,0.524783,0.0989844
0290,233,31258,0,106282216,0.520967,0.098983
0291,169,31110,0,106280551,0.5185,0.0989815
0292,413,30853,0,106279789,0.514217,0.0989808
0293,230,30709,0,106278195,0.511817,0.0989793
0294,124,30494,0,106277184,0.508233,0.0989783
0295,515,30269,0,106276684,0.504483,0.0989779
0296,224,30021,0,106274052,0.50035,0.0989754
0297,249,29187,0,106273159,0.48645,0.0989746
0298,155,31338,0,96527352,0.5223,0.0898981
0299,73,29393,0,99808199,0.489883,0.0929536
0300,242,29228,0,99807889,0.487133,0.0929533
0301,473,28992,0,99806844,0.4832,0.0929524
0302,310,28748,0,99804855,0.479133,0.0929505
0303,191,28581,0,99803326,0.47635,0.0929491
0304,303,28309,0,99802664,0.471817,0.0929485
0305,344,28076,0,99801288,0.467933,0.0929472
0306,225,27881,0,99799957,0.464683,0.092946
0307,38,27668,0,99799049,0.461133,0.0929451
0308,21,27559,0,99798860,0.459317,0.0929449
0309,162,26738,0,99798750,0.445633,0.0929448
0310,417,29142,0,90957064,0.4857,0.0847104
0311,200,26907,0,93898071,0.44845,0.0874494
0312,105,26707,0,93897247,0.445117,0.0874486
0313,30,26477,0,93896771,0.441283,0.0874482
0314,174,26379,0,93896649,0.43965,0.0874481
0315,410,26194,0,93896043,0.436567,0.0874475
0316,255,25923,0,93894232,0.43205,0.0874458
0317,91,25727,0,93893434,0.428783,0.0874451
0318,120,25547,0,93893076,0.425783,0.0874447
0319,533,25369,0,93892479,0.422817,0.0874442
0320,285,25224,0,93890260,0.4204,0.0874421
0321,292,24925,0,93889103,0.415417,0.087441
0322,79,26082,0,89747042,0.4347,0.0835834
0323,129,24578,0,88599351,0.409633,0.0825146
0324,455,24375,0,88598583,0.40625,0.0825139
0325,172,24127,0,88592935,0.402117,0.0825086
0326,139,23918,0,88592190,0.398633,0.0825079
0327,51,23817,0,88591699,0.39695,0.0825074
0328,463,23569,0,88591432,0.392817,0.0825072
0329,140,23290,0,88589424,0.388167,0.0825053
0330,86,23166,0,88588841,0.3861,0.0825048
0331,87,22984,0,88588445,0.383067,0.0825044
0332,382,22828,0,88588099,0.380467,0.0825041
0333,190,22669,0,88586435,0.377817,0.0825025
0334,97,22482,0,88585730,0.3747,0.0825019
0335,62,23968,0,80832958,0.399467,0.0752816
0336,545,22055,0,82478032,0.367583,0.0768137
0337,370,21830,0,82473272,0.363833,0.0768092
0338,235,21636,0,82471996,0.3606,0.076808
0339,232,21443,0,82471282,0.357383,0.0768074
0340,292,21347,0,82470472,0.355783,0.0768066
0341,411,21081,0,82469515,0.35135,0.0768057
0342,286,20865,0,82467631,0.34775,0.076804
0343,162,20636,0,82466129,0.343933,0.0768026
0344,143,20509,0,82465380,0.341817,0.0768019
0345,286,20296,0,82464707,0.338267,0.0768012
0346,333,20089,0,82463557,0.334817,0.0768002
0347,209,19924,0,82460244,0.332067,0.0767971
0348,218,18491,0,82459257,0.308183,0.0767962
0349,336,22517,0,75422566,0.375283,0.0702427
0350,146,19300,0,75839277,0.321667,0.0706308
0351,43,19165,0,75482429,0.319417,0.0702985
0352,53,19095,0,75482341,0.31825,0.0702984
0353,256,18970,0,75482120,0.316167,0.0702982
0354,304,19016,0,75481068,0.316933,0.0702972
0355,428,18409,0,75479726,0.306817,0.070296
0356,238,18288,0,75477847,0.3048,0.0702942
0357,313,18033,0,75476903,0.30055,0.0702933
0358,72,17892,0,75474926,0.2982,0.0702915
0359,104,17953,0,75474563,0.299217,0.0702912
0360,462,17587,0,75473803,0.293117,0.0702905
0361,245,17499,0,75472157,0.29165,0.0702889
0362,244,16605,0,75471318,0.27675,0.0702881
0363,213,19688,0,69191048,0.328133,0.0644392
0364,271,17005,0,69722980,0.283417,0.0649346
0365,181,17003,0,69721985,0.283383,0.0649337
0366,97,16729,0,69721216,0.278817,0.0649329
0367,26,16455,0,69720958,0.27425,0.0649327
0368,112,16412,0,69720891,0.273533,0.0649326
0369,346,16220,0,69720373,0.270333,0.0649322
0370,210,15925,0,69716342,0.265417,0.0649284
0371,61,15874,0,69715624,0.264567,0.0649277
0372,52,15848,0,69715387,0.264133,0.0649275
0373,457,15645,0,69715214,0.26075,0.0649274
0374,264,15345,0,69713432,0.25575,0.0649257
0375,237,15264,0,69712306,0.2544,0.0649246
0376,169,15205,0,69710911,0.253417,0.0649233
0377,81,14400,0,69710384,0.24,0.0649229
0378,453,17622,0,64221996,0.2937,0.0598114
0379,165,14595,0,63338829,0.24325,0.0589889
0380,147,14472,0,63338228,0.2412,0.0589883
0381,89,14284,0,63337685,0.238067,0.0589878
0382,101,14248,0,63337336,0.237467,0.0589875
0383,478,13978,0,63336849,0.232967,0.058987
0384,213,13913,0,63335044,0.231883,0.0589854
0385,65,13700,0,63334338,0.228333,0.0589847
0386,286,13641,0,63334179,0.22735,0.0589846
0387,223,13419,0,63333040,0.22365,0.0589835
0388,124,13274,0,63332157,0.221233,0.0589827
0389,29,13076,0,63331699,0.217933,0.0589822
0390,442,12905,0,63331598,0.215083,0.0589821
0391,273,12383,0,60957052,0.206383,0.0567707
0392,254,12379,0,58615752,0.206317,0.0545902
0393,266,15412,0,58614709,0.256867,0.0545892
0394,381,12212,0,53163983,0.203533,0.0495128
0395,321,12027,0,53162720,0.20045,0.0495116
0396,169,11971,0,53161111,0.199517,0.0495101
0397,26,11822,0,53160550,0.197033,0.0495096
0398,332,11887,0,53160482,0.198117,0.0495096
0399,265,11701,0,53158981,0.195017,0.0495082
0400,180,11680,0,53157739,0.194667,0.049507
0401,213,11630,0,53157096,0.193833,0.0495064
0402,306,11487,0,53156285,0.19145,0.0495056
0403,171,11431,0,53155011,0.190517,0.0495045
0404,36,11361,0,53154299,0.18935,0.0495038
0405,313,11396,0,53154202,0.189933,0.0495037
0406,162,11219,0,53152975,0.186983,0.0495026
0407,83,11160,0,53152248,0.186,0.0495019
0408,45,11118,0,53150153,0.1853,0.0494999
0409,348,11095,0,53147980,0.184917,0.0494979
0410,342,13651,0,53146576,0.227517,0.0494966
0411,206,10860,0,47530839,0.181,0.0442665
0412,173,10881,0,47530053,0.18135,0.0442658
0413,185,10791,0,47529375,0.17985,0.0442652
0414,305,10661,0,47528513,0.177683,0.0442644
0415,143,10642,0,47526864,0.177367,0.0442628
0416,202,10517,0,47521998,0.175283,0.0442583
0417,95,10499,0,47521346,0.174983,0.0442577
0418,167,10428,0,47521054,0.1738,0.0442574
0419,408,10430,0,47520673,0.173833,0.0442571
0420,227,10236,0,47518702,0.1706,0.0442552
0421,77,10213,0,47517819,0.170217,0.0442544
0422,150,10173,0,47517538,0.16955,0.0442542
0423,229,10066,0,47516786,0.167767,0.0442535
0424,120,10029,0,47515288,0.16715,0.0442521
0425,295,9981,0,47514797,0.16635,0.0442516
0426,272,9940,0,47513566,0.165667,0.0442505
0427,228,9859,0,47512603,0.164317,0.0442496
0428,79,11865,0,47511808,0.19775,0.0442488
0429,70,9755,0,42126335,0.162583,0.0392332
0430,422,9636,0,42126035,0.1606,0.0392329
0431,237,9547,0,42124193,0.159117,0.0392312
0432,228,9486,0,42123257,0.1581,0.0392303
0433,31,9408,0,42122227,0.1568,0.0392294
0434,372,9392,0,42122138,0.156533,0.0392293
0435,308,9325,0,42120576,0.155417,0.0392278
0436,190,9257,0,42119465,0.154283,0.0392268
0437,43,9196,0,42118094,0.153267,0.0392255
0438,148,9145,0,42117973,0.152417,0.0392254
0439,354,9056,0,42117072,0.150933,0.0392246
0440,168,9662,0,42114749,0.161033,0.0392224
0441,49,9812,0,42114209,0.163533,0.0392219
0442,236,9765,0,42114025,0.16275,0.0392217
0443,328,9698,0,42112851,0.161633,0.0392206
0444,276,9616,0,42111270,0.160267,0.0392192
0445,136,9545,0,42110193,0.159083,0.0392182
0446,148,9467,0,42109836,0.157783,0.0392178
0447,540,9361,0,42109235,0.156017,0.0392173
0448,310,10874,0,42105963,0.181233,0.0392142
0449,206,9169,0,36069920,0.152817,0.0335927
0450,102,9162,0,36069065,0.1527,0.0335919
0451,48,9111,0,36068724,0.15185,0.0335916
0452,496,9035,0,36067679,0.150583,0.0335906
0453,285,8925,0,36065646,0.14875,0.0335888
0454,170,8857,0,36064406,0.147617,0.0335876
0455,144,8879,0,36063646,0.147983,0.0335869
0456,340,8755,0,36062252,0.145917,0.0335856
0457,210,8663,0,36060864,0.144383,0.0335843
0458,48,8695,0,36059979,0.144917,0.0335835
0459,205,8611,0,36059839,0.143517,0.0335833
0460,412,8524,0,36058970,0.142067,0.0335825
0461,295,8465,0,36055401,0.141083,0.0335792
0462,34,8335,0,36054360,0.138917,0.0335782
0463,26,8338,0,36054267,0.138967,0.0335782
0464,234,8370,0,36054199,0.1395,0.0335781
0465,507,8248,0,36052580,0.137467,0.0335766
0466,236,8131,0,36050044,0.135517,0.0335742
0467,127,8033,0,36045390,0.133883,0.0335699
0468,92,8125,0,36042219,0.135417,0.0335669
0469,408,8904,0,36041943,0.1484,0.0335667
0470,263,7871,0,30598323,0.131183,0.0284969
0471,172,7815,0,30596974,0.13025,0.0284957
0472,46,7786,0,30596407,0.129767,0.0284951
0473,81,7748,0,30596281,0.129133,0.028495
0474,331,7693,0,30595962,0.128217,0.0284947
0475,228,7637,0,30594541,0.127283,0.0284934
0476,163,7668,0,30593696,0.1278,0.0284926
0477,410,7542,0,30592889,0.1257,0.0284918
0478,238,7478,0,30590866,0.124633,0.02849
0479,184,7422,0,30589825,0.1237,0.028489
0480,403,7368,0,30589150,0.1228,0.0284884
0481,278,7264,0,30587725,0.121067,0.028487
0482,223,7192,0,30586572,0.119867,0.028486
0483,93,7142,0,30585734,0.119033,0.0284852
0484,86,7176,0,30585401,0.1196,0.0284849
0485,432,7118,0,30585083,0.118633,0.0284846
0486,382,7002,0,30583181,0.1167,0.0284828
0487,199,6940,0,30581687,0.115667,0.0284814
0488,232,6905,0,30580991,0.115083,0.0284808
0489,107,6895,0,30580141,0.114917,0.02848
0490,394,6778,0,30579659,0.112967,0.0284795
0491,205,6713,0,30577376,0.111883,0.0284774
0492,199,6661,0,30576191,0.111017,0.0284763
0493,24,6675,0,30575357,0.11125,0.0284755
0494,191,7260,0,30575296,0.121,0.0284755
0495,260,6565,0,24606129,0.109417,0.0229162
0496,182,6525,0,24605063,0.10875,0.0229153
0497,85,6431,0,24604399,0.107183,0.0229146
0498,120,6411,0,24604108,0.10685,0.0229144
0499,371,6349,0,24603605,0.105817,0.0229139
0500,265,6288,0,24602244,0.1048,0.0229126
0501,161,6243,0,24601080,0.10405,0.0229115
0502,192,6227,0,24600500,0.103783,0.022911
0503,415,6153,0,24599755,0.10255,0.0229103
0504,261,6079,0,24597789,0.101317,0.0229085
0505,195,6041,0,24596782,0.100683,0.0229075
0506,120,6003,0,24596129,0.10005,0.0229069
0507,31,5958,0,24595680,0.0993,0.0229065
0508,328,5931,0,24595574,0.09885,0.0229064
0509,316,5866,0,24593794,0.0977667,0.0229048
0510,173,5824,0,24592541,0.0970667,0.0229036
0511,80,5787,0,24591914,0.09645,0.022903
0512,417,5709,0,24591635,0.09515,0.0229027
0513,193,5616,0,24589563,0.0936,0.0229008
0514,72,5652,0,24588935,0.0942,0.0229002
0515,347,5620,0,24588662,0.0936667,0.0229
0516,194,5503,0,24587472,0.0917167,0.0228989
0517,165,5471,0,24586711,0.0911833,0.0228982
0518,227,5463,0,24586260,0.09105,0.0228977
0519,419,5398,0,24585449,0.0899667,0.022897
0520,252,5351,0,24583487,0.0891833,0.0228952
0521,166,5270,0,24566036,0.0878333,0.0228789
0522,220,5231,0,24565341,0.0871833,0.0228783
0523,89,5539,0,24564566,0.0923167,0.0228775
0524,450,5184,0,21788568,0.0864,0.0202922
0525,200,5091,0,21786204,0.08485,0.02029
0526,205,5039,0,21784921,0.0839833,0.0202888
0527,69,5053,0,21783798,0.0842167,0.0202877
0528,86,5023,0,21783556,0.0837167,0.0202875
0529,411,4977,0,21783262,0.08295,0.0202872
0530,149,4915,0,21779519,0.0819167,0.0202838
0531,92,4887,0,21779055,0.08145,0.0202833
0532,314,4836,0,21778766,0.0806,0.0202831
0533,189,4787,0,21777550,0.0797833,0.0202819
0534,176,4754,0,21776861,0.0792333,0.0202813
0535,72,4802,0,21776130,0.0800333,0.0202806
0536,113,4770,0,21775799,0.0795,0.0202803
0537,395,4693,0,21775310,0.0782167,0.0202798
0538,255,4606,0,17821159,0.0767667,0.0165972
0539,229,4595,0,17771061,0.0765833,0.0165506
0540,209,4523,0,17770251,0.0753833,0.0165498
0541,26,4515,0,17769202,0.07525,0.0165489
0542,392,4472,0,17769138,0.0745333,0.0165488
0543,218,4433,0,17767254,0.0738833,0.016547
0544,231,4369,0,17766394,0.0728167,0.0165462
0545,42,4360,0,17765025,0.0726667,0.016545
0546,55,4376,0,17764900,0.0729333,0.0165449
0547,458,4388,0,17764684,0.0731333,0.0165447
0548,203,4214,0,17761977,0.0702333,0.0165421
0549,67,4206,0,17760757,0.0701,0.016541
0550,341,4172,0,17760451,0.0695333,0.0165407
0551,116,4092,0,17749813,0.0682,0.0165308
0552,99,4068,0,17745290,0.0678,0.0165266
0553,282,4026,0,17744584,0.0671,0.0165259
0554,244,3937,0,17742982,0.0656167,0.0165244
0555,172,3882,0,17741665,0.0647,0.0165232
0556,133,3906,0,17740652,0.0651,0.0165223
0557,49,3869,0,17740042,0.0644833,0.0165217
0558,325,3808,0,17739763,0.0634667,0.0165214
0559,165,3660,0,17736392,0.061,0.0165183
0560,150,3243,0,17735593,0.05405,0.0165176
0561,107,3759,0,17734876,0.06265,0.0165169
0562,113,3588,0,16978665,0.0598,0.0158126
0563,299,3509,0,16977983,0.0584833,0.015812
0564,182,3463,0,14459822,0.0577167,0.0134668
0565,100,3425,0,14459003,0.0570833,0.013466
0566,98,3406,0,14458444,0.0567667,0.0134655
0567,314,3368,0,14457974,0.0561333,0.013465
0568,161,3310,0,14456715,0.0551667,0.0134639
0569,62,3320,0,14455863,0.0553333,0.0134631
0570,49,3288,0,14455548,0.0548,0.0134628
0571,336,3235,0,14455280,0.0539167,0.0134625
0572,222,3194,0,14453498,0.0532333,0.0134609
